,Round Number,Seed,solution,Location Counter,Location Created,Location Created Sum,Location Deleted,Location Deleted Sum,Location Read,Location Read Sum,Location Write,Location Write Sum,Memory Read,Memory Read Sum,Memory Write,Memory Write Sum,Particle Counter,Particles Created,Particles Created Sum,Particles Deleted,Particles Deleted Sum,Particles Dropped,Particles Dropped Sum,Particle Read,Particle Read Sum,Particle Steps,Particle Steps Sum,Particles Taken,Particles Taken Sum,Particle Write,Particle Write Sum,Success Counter,Success Round,Tile Counter,Tiles Created,Tiles Created Sum,Tiles Deleted,Tiles Deleted Sum,Tiles Dropped,Tiles Dropped Sum,Tile Read,Tile Read Sum,Tiles Taken,Tiles Taken Sum,Tile Write,Tile Write Sum
,56,12,marking,370,4,220,4,220,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,4,214,0,0,0,9,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,57,12,marking,376,4,224,4,224,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,4,218,0,0,0,9,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,58,12,marking,382,4,228,4,228,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,4,222,0,0,0,9,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,59,12,marking,386,4,232,4,232,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,4,226,0,0,0,9,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,60,12,marking,391,4,236,4,236,0,0,0,0,0,0,2,11,4,0,0,0,0,0,0,0,0,4,230,0,0,2,11,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,61,12,marking,395,4,240,4,240,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,3,233,0,0,0,11,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,62,12,marking,401,4,244,4,244,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,4,237,0,0,0,11,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,63,12,marking,408,4,248,4,248,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,4,241,0,0,0,11,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,64,12,marking,412,4,252,4,252,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,3,244,0,0,0,11,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,65,12,marking,418,4,256,4,256,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,4,248,0,0,0,11,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,66,12,marking,426,4,260,4,260,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,4,252,0,0,0,11,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,67,12,marking,431,4,264,4,264,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,4,256,0,0,0,11,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,68,12,marking,439,4,268,4,268,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,4,260,0,0,0,11,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,69,12,marking,445,4,272,4,272,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,4,264,0,0,0,11,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,70,12,marking,448,4,276,4,276,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,4,268,0,0,0,11,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,71,12,marking,451,4,280,4,280,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,4,272,0,0,0,11,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,72,12,marking,455,4,284,4,284,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,4,276,0,0,0,11,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,73,12,marking,458,4,288,4,288,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,4,280,0,0,0,11,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,74,12,marking,460,4,292,4,292,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,4,284,0,0,0,11,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,75,12,marking,462,4,296,4,296,0,0,0,0,0,0,2,13,4,0,0,0,0,0,0,0,0,4,288,0,0,2,13,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,76,12,marking,464,4,300,4,300,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,4,292,0,0,0,13,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,77,12,marking,467,4,304,4,304,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,4,296,0,0,0,13,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,78,12,marking,468,4,308,4,308,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,4,300,0,0,0,13,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,79,12,marking,470,4,312,4,312,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,4,304,0,0,0,13,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,80,12,marking,475,4,316,4,316,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,4,308,0,0,0,13,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,81,12,marking,479,4,320,4,320,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,4,312,0,0,0,13,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,82,12,marking,479,4,324,4,324,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,4,316,0,0,0,13,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,83,12,marking,480,4,328,4,328,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,4,320,0,0,0,13,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,84,12,marking,483,4,332,4,332,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,4,324,0,0,0,13,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,85,12,marking,483,4,336,4,336,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,4,328,0,0,0,13,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,86,12,marking,484,4,340,4,340,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,4,332,0,0,0,13,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,87,12,marking,486,4,344,4,344,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,4,336,0,0,0,13,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,88,12,marking,489,4,348,4,348,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,4,340,0,0,0,13,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,89,12,marking,493,4,352,4,352,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,4,344,0,0,0,13,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,90,12,marking,496,4,356,4,356,0,0,0,0,0,0,4,17,4,0,0,0,0,0,0,0,0,4,348,0,0,4,17,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,91,12,marking,499,4,360,4,360,0,0,0,0,0,0,0,17,4,0,0,0,0,0,0,0,0,3,351,0,0,0,17,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,92,12,marking,501,4,364,4,364,0,0,0,0,0,0,0,17,4,0,0,0,0,0,0,0,0,3,354,0,0,0,17,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,93,12,marking,504,4,368,4,368,0,0,0,0,0,0,0,17,4,0,0,0,0,0,0,0,0,4,358,0,0,0,17,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,94,12,marking,506,4,372,4,372,0,0,0,0,0,0,0,17,4,0,0,0,0,0,0,0,0,4,362,0,0,0,17,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,95,12,marking,509,4,376,4,376,0,0,0,0,0,0,0,17,4,0,0,0,0,0,0,0,0,4,366,0,0,0,17,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,96,12,marking,511,4,380,4,380,0,0,0,0,0,0,0,17,4,0,0,0,0,0,0,0,0,4,370,0,0,0,17,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,97,12,marking,511,4,384,4,384,0,0,0,0,0,0,0,17,4,0,0,0,0,0,0,0,0,3,373,0,0,0,17,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,98,12,marking,512,4,388,4,388,0,0,0,0,0,0,0,17,4,0,0,0,0,0,0,0,0,4,377,0,0,0,17,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,99,12,marking,512,4,392,4,392,0,0,0,0,0,0,0,17,4,0,0,0,0,0,0,0,0,4,381,0,0,0,17,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,100,12,marking,512,4,396,4,396,0,0,0,0,0,0,0,17,4,0,0,0,0,0,0,0,0,4,385,0,0,0,17,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,101,12,marking,512,4,400,4,400,0,0,0,0,0,0,0,17,4,0,0,0,0,0,0,0,0,4,389,0,0,0,17,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,102,12,marking,512,4,404,4,404,0,0,0,0,0,0,0,17,4,0,0,0,0,0,0,0,0,4,393,0,0,0,17,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,103,12,marking,512,4,408,4,408,0,0,0,0,0,0,0,17,4,0,0,0,0,0,0,0,0,4,397,0,0,0,17,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,104,12,marking,512,4,412,4,412,0,0,0,0,0,0,0,17,4,0,0,0,0,0,0,0,0,4,401,0,0,0,17,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,105,12,marking,512,4,416,4,416,0,0,0,0,0,0,6,23,4,0,0,0,0,0,0,0,0,4,405,0,0,6,23,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,106,12,marking,512,4,420,4,420,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,4,409,0,0,0,23,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,107,12,marking,512,4,424,4,424,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,4,413,0,0,0,23,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,108,12,marking,512,4,428,4,428,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,4,417,0,0,0,23,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,109,12,marking,512,4,432,4,432,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,4,421,0,0,0,23,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,110,12,marking,512,4,436,4,436,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,4,425,0,0,0,23,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,111,12,marking,514,4,440,4,440,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,4,429,0,0,0,23,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,112,12,marking,514,4,444,4,444,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,4,433,0,0,0,23,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,113,12,marking,516,4,448,4,448,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,4,437,0,0,0,23,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,114,12,marking,517,4,452,4,452,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,4,441,0,0,0,23,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,115,12,marking,519,4,456,4,456,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,4,445,0,0,0,23,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,116,12,marking,520,4,460,4,460,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,4,449,0,0,0,23,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,117,12,marking,522,4,464,4,464,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,3,452,0,0,0,23,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,118,12,marking,524,4,468,4,468,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,3,455,0,0,0,23,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,119,12,marking,524,4,472,4,472,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,3,458,0,0,0,23,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,120,12,marking,525,4,476,4,476,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,3,461,0,0,0,23,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,121,12,marking,527,4,480,4,480,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,3,464,0,0,0,23,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,122,12,marking,528,4,484,4,484,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,3,467,0,0,0,23,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,123,12,marking,530,4,488,4,488,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,3,470,0,0,0,23,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,124,12,marking,531,4,492,4,492,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,3,473,0,0,0,23,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,125,12,marking,533,4,496,4,496,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,3,476,0,0,0,23,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,126,12,marking,534,4,500,4,500,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,3,479,0,0,0,23,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,127,12,marking,535,4,504,4,504,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,3,482,0,0,0,23,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,128,12,marking,536,4,508,4,508,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,3,485,0,0,0,23,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,129,12,marking,538,4,512,4,512,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,3,488,0,0,0,23,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,130,12,marking,538,4,516,4,516,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,3,491,0,0,0,23,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,131,12,marking,539,4,520,4,520,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,3,494,0,0,0,23,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,132,12,marking,541,4,524,4,524,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,3,497,0,0,0,23,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,133,12,marking,543,4,528,4,528,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,3,500,0,0,0,23,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,134,12,marking,546,4,532,4,532,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,3,503,0,0,0,23,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,135,12,marking,548,4,536,4,536,0,0,0,0,0,0,5,28,4,0,0,0,0,0,0,0,0,3,506,0,0,5,28,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,136,12,marking,549,4,540,4,540,0,0,0,0,0,0,0,28,4,0,0,0,0,0,0,0,0,3,509,0,0,0,28,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,137,12,marking,549,4,544,4,544,0,0,0,0,0,0,0,28,4,0,0,0,0,0,0,0,0,3,512,0,0,0,28,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,138,12,marking,550,4,548,4,548,0,0,0,0,0,0,0,28,4,0,0,0,0,0,0,0,0,3,515,0,0,0,28,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,139,12,marking,550,4,552,4,552,0,0,0,0,0,0,0,28,4,0,0,0,0,0,0,0,0,3,518,0,0,0,28,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,140,12,marking,550,4,556,4,556,0,0,0,0,0,0,0,28,4,0,0,0,0,0,0,0,0,2,520,0,0,0,28,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,141,12,marking,550,4,560,4,560,0,0,0,0,0,0,0,28,4,0,0,0,0,0,0,0,0,3,523,0,0,0,28,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,142,12,marking,550,4,564,4,564,0,0,0,0,0,0,0,28,4,0,0,0,0,0,0,0,0,3,526,0,0,0,28,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
